File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_120451,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,0.000 N,0.000 N,0.000 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
22.920,8.627,8.026,8.008,0.900,0.000
22.930,8.621,8.026,8.011,0.900,0.000
22.940,8.619,8.021,8.011,0.900,0.000
22.950,8.621,8.021,8.011,0.900,0.000
22.960,8.621,8.026,8.014,0.900,0.000
22.970,8.624,8.021,8.014,0.900,0.000
22.980,8.624,8.024,8.011,0.900,0.000
22.990,8.624,8.024,8.014,0.900,0.000
23.000,8.621,8.024,8.014,0.900,0.000
23.010,8.624,8.024,8.011,0.900,0.000
23.020,8.624,8.021,8.014,0.900,0.000
23.030,8.624,8.024,8.011,0.900,0.000
23.040,8.621,8.026,8.016,0.900,0.000
23.050,8.624,8.024,8.014,0.900,0.000
23.060,8.627,8.024,8.014,0.900,0.000
23.070,8.627,8.021,8.016,0.900,0.000
23.080,8.621,8.024,8.014,0.900,0.000
23.090,8.627,8.024,8.014,0.900,0.000
23.100,8.624,8.024,8.014,0.900,0.000
23.110,8.624,8.024,8.019,0.900,0.000
23.120,8.621,8.026,8.011,0.900,0.000
23.130,8.621,8.021,8.011,0.900,0.000
23.140,8.627,8.021,8.011,0.900,0.000
23.150,8.624,8.021,8.008,0.900,0.000
23.160,8.624,8.024,8.016,0.900,0.000
23.170,8.621,8.024,8.014,0.900,0.000
23.180,8.624,8.026,8.011,0.900,0.000
23.190,8.621,8.024,8.016,0.900,0.000
23.200,8.621,8.021,8.014,0.900,0.000
23.210,8.624,8.024,8.016,0.900,0.000
23.220,8.624,8.026,8.014,0.900,0.000
23.230,8.621,8.024,8.014,0.900,0.000
23.240,8.621,8.024,8.016,0.900,0.000
23.250,8.627,8.021,8.016,0.900,0.000
23.260,8.621,8.026,8.011,0.900,0.000
23.270,8.627,8.024,8.014,0.900,0.000
23.280,8.624,8.021,8.014,0.900,0.000
23.290,8.621,8.021,8.011,0.900,0.000
23.300,8.624,8.024,8.014,0.900,0.000
23.310,8.627,8.026,8.014,0.900,0.000
23.320,8.624,8.026,8.014,0.900,0.000
23.330,8.624,8.021,8.014,0.900,0.000
23.340,8.624,8.021,8.011,0.900,0.000
23.350,8.627,8.026,8.011,0.900,0.000
23.360,8.621,8.024,8.014,0.900,0.000
23.370,8.627,8.029,8.014,0.900,0.000
23.380,8.627,8.024,8.016,0.900,0.000
23.390,8.624,8.021,8.014,0.900,0.000
23.400,8.624,8.024,8.014,0.900,0.000
23.410,8.621,8.026,8.014,0.900,0.000
23.420,8.621,8.026,8.014,0.900,0.000
23.430,8.627,8.021,8.016,0.900,0.000
23.440,8.627,8.029,8.014,0.900,0.000
23.450,8.624,8.026,8.014,0.900,0.000
23.460,8.624,8.021,8.014,0.900,0.000
23.470,8.630,8.021,8.016,0.900,0.000
23.480,8.627,8.024,8.008,0.900,0.000
23.490,8.627,8.024,8.011,0.900,0.000
23.500,8.624,8.026,8.016,0.900,0.000
23.510,8.624,8.026,8.019,0.900,0.000
23.520,8.627,8.024,8.016,0.900,0.000
23.530,8.624,8.026,8.011,0.900,0.000
23.540,8.627,8.026,8.014,0.900,0.000
23.550,8.627,8.021,8.011,0.900,0.000
23.560,8.624,8.021,8.011,0.900,0.000
23.570,8.624,8.024,8.014,0.900,0.000
23.580,8.627,8.026,8.016,0.900,0.000
23.590,8.630,8.024,8.014,0.900,0.000
23.600,8.630,8.024,8.008,0.900,0.000
23.610,8.624,8.021,8.014,0.900,0.000
23.620,8.624,8.026,8.008,0.900,0.000
23.630,8.627,8.024,8.011,0.900,0.000
23.640,8.624,8.026,8.019,0.900,0.000
23.650,8.624,8.026,8.014,0.900,0.000
23.660,8.621,8.019,8.014,0.900,0.000
23.670,8.627,8.024,8.016,0.900,0.000
23.680,8.624,8.024,8.014,0.900,0.000
23.690,8.624,8.024,8.016,0.900,0.000
23.700,8.627,8.026,8.014,0.900,0.000
23.710,8.624,8.026,8.014,0.900,0.000
23.720,8.621,8.024,8.011,0.900,0.000
23.730,8.624,8.024,8.011,0.900,0.000
23.740,8.627,8.021,8.014,0.900,0.000
23.750,8.621,8.021,8.008,0.900,0.000
23.760,8.627,8.026,8.014,0.900,0.000
23.770,8.624,8.026,8.016,0.900,0.000
23.780,8.627,8.026,8.019,0.900,0.000
23.790,8.630,8.026,8.014,0.900,0.000
23.800,8.627,8.029,8.008,0.900,0.000
23.810,8.624,8.026,8.008,0.900,0.000
23.820,8.630,8.021,8.011,0.900,0.000
23.830,8.627,8.021,8.016,0.900,0.000
23.840,8.621,8.021,8.014,0.900,0.000
23.850,8.621,8.024,8.014,0.900,0.000
23.860,8.624,8.026,8.011,0.900,0.000
23.870,8.624,8.024,8.014,0.900,0.000
23.880,8.627,8.021,8.014,0.900,0.000
23.890,8.624,8.024,8.011,0.900,0.000
23.900,8.627,8.024,8.016,0.900,0.000
23.910,8.627,8.024,8.019,0.900,0.000
23.920,8.627,8.016,8.014,0.900,0.000
23.930,8.621,8.024,8.011,0.900,0.000
23.940,8.621,8.026,8.011,0.900,0.000
23.950,8.624,8.024,8.016,0.900,0.000
23.960,8.630,8.021,8.014,0.900,0.000
23.970,8.621,8.026,8.016,0.900,0.000
23.980,8.624,8.024,8.014,0.900,0.000
23.990,8.627,8.024,8.011,0.900,0.000
24.000,8.627,8.024,8.011,0.900,0.000
24.010,8.621,8.029,8.014,0.900,0.000
24.020,8.624,8.024,8.011,0.900,0.000
24.030,8.627,8.024,8.008,0.900,0.000
24.040,8.624,8.024,8.019,0.900,0.000
24.050,8.621,8.024,8.016,0.900,0.000
24.060,8.627,8.021,8.014,0.900,0.000
24.070,8.624,8.026,8.014,0.900,0.000
24.080,8.624,8.024,8.011,0.900,0.000
24.090,8.627,8.024,8.014,0.900,0.000
24.100,8.624,8.026,8.014,0.900,0.000
24.110,8.627,8.026,8.014,0.900,0.000
24.120,8.621,8.024,8.016,0.900,0.000
24.130,8.627,8.026,8.011,0.900,0.000
24.140,8.627,8.026,8.011,0.900,0.000
24.150,8.621,8.026,8.011,0.900,0.000
24.160,8.621,8.024,8.014,0.900,0.000
24.170,8.624,8.021,8.021,0.900,0.000
24.180,8.621,8.024,8.014,0.900,0.000
24.190,8.624,8.021,8.014,0.900,0.000
24.200,8.621,8.021,8.014,0.900,0.000
24.210,8.627,8.021,8.016,0.900,0.000
24.220,8.627,8.024,8.008,0.900,0.000
24.230,8.627,8.026,8.014,0.900,0.000
24.240,8.621,8.026,8.016,0.900,0.000
24.250,8.621,8.024,8.014,0.900,0.000
24.260,8.621,8.021,8.014,0.900,0.000
24.270,8.627,8.026,8.016,0.900,0.000
24.280,8.624,8.021,8.011,0.900,0.000
24.290,8.624,8.024,8.014,0.900,0.000
24.300,8.621,8.024,8.014,0.900,0.000
24.310,8.624,8.026,8.014,0.900,0.000
24.320,8.624,8.021,8.014,0.900,0.000
24.330,8.624,8.024,8.011,0.900,0.000
24.340,8.627,8.024,8.011,0.900,0.000
24.350,8.627,8.026,8.014,0.900,0.000
24.360,8.627,8.026,8.014,0.900,0.000
24.370,8.624,8.026,8.021,0.900,0.000
24.380,8.624,8.026,8.011,0.900,0.000
24.390,8.621,8.019,8.011,0.900,0.000
24.400,8.627,8.024,8.014,0.900,0.000
24.410,8.630,8.024,8.011,0.900,0.000
24.420,8.627,8.024,8.011,0.900,0.000
24.430,8.624,8.024,8.014,0.900,0.000
24.440,8.621,8.024,8.014,0.900,0.000
24.450,8.624,8.026,8.016,0.900,0.000
24.460,8.627,8.021,8.016,0.900,0.000
24.470,8.624,8.024,8.011,0.900,0.000
24.480,8.624,8.024,8.016,0.900,0.000
24.490,8.624,8.024,8.016,0.900,0.000
24.500,8.627,8.026,8.014,0.900,0.000
24.510,8.627,8.024,8.011,0.900,0.000
24.520,8.624,8.021,8.011,0.900,0.000
24.530,8.624,8.026,8.011,0.900,0.000
24.540,8.624,8.019,8.011,0.900,0.000
24.550,8.621,8.021,8.011,0.900,0.000
24.560,8.624,8.024,8.014,0.900,0.000
24.570,8.627,8.024,8.019,0.900,0.000
24.580,8.624,8.029,8.014,0.900,0.000
24.590,8.621,8.024,8.014,0.900,0.000
24.600,8.624,8.024,8.016,0.900,0.000
24.610,8.621,8.024,8.008,0.900,0.000
24.620,8.627,8.024,8.011,0.900,0.000
24.630,8.624,8.024,8.011,0.900,0.000
24.640,8.624,8.026,8.016,0.900,0.000
24.650,8.624,8.024,8.014,0.900,0.000
24.660,8.627,8.024,8.014,0.900,0.000
24.670,8.630,8.021,8.008,0.900,0.000
24.680,8.627,8.021,8.014,0.900,0.000
24.690,8.624,8.024,8.011,0.900,0.000
24.700,8.621,8.026,8.014,0.900,0.000
24.710,8.630,8.024,8.016,0.900,0.000
24.720,8.621,8.021,8.014,0.900,0.000
24.730,8.624,8.026,8.008,0.900,0.000
24.740,8.624,8.026,8.011,0.900,0.000
24.750,8.624,8.021,8.011,0.900,0.000
24.760,8.624,8.026,8.011,0.900,0.000
24.770,8.627,8.026,8.019,0.900,0.000
24.780,8.621,8.026,8.011,0.900,0.000
24.790,8.624,8.024,8.014,0.900,0.000
24.800,8.627,8.024,8.011,0.900,0.000
24.810,8.621,8.021,8.014,0.900,0.000
24.820,8.621,8.021,8.014,0.900,0.000
24.830,8.624,8.024,8.014,0.900,0.000
24.840,8.624,8.024,8.016,0.900,0.000
24.850,8.624,8.021,8.019,0.900,0.000
24.860,8.630,8.024,8.011,0.900,0.000
24.870,8.627,8.024,8.014,0.900,0.000
24.880,8.627,8.026,8.011,0.900,0.000
24.890,8.624,8.024,8.011,0.900,0.000
24.900,8.624,8.026,8.019,0.900,0.000
24.910,8.627,8.026,8.021,0.900,0.000
24.920,8.627,8.024,8.019,0.900,0.000
24.930,8.624,8.021,8.011,0.900,0.000
24.940,8.627,8.026,8.014,0.900,0.000
24.950,8.621,8.021,8.008,0.900,0.000
24.960,8.627,8.024,8.014,0.900,0.000
24.970,8.624,8.021,8.014,0.900,0.000
24.980,8.627,8.024,8.014,0.900,0.000
24.990,8.624,8.024,8.011,0.900,0.000
25.000,8.627,8.026,8.014,0.900,0.000
25.010,8.627,8.024,8.011,0.900,0.000
25.020,8.624,8.026,8.014,0.900,0.000
25.030,8.619,8.024,8.011,0.900,0.000
25.040,8.627,8.026,8.016,0.900,0.000
25.050,8.621,8.024,8.016,0.900,0.000
25.060,8.621,8.026,8.016,0.900,0.000
25.070,8.624,8.026,8.014,0.900,0.000
25.080,8.621,8.024,8.016,0.900,0.000
25.090,8.624,8.024,8.014,0.900,0.000
25.100,8.624,8.026,8.014,0.900,0.000
25.110,8.624,8.024,8.016,0.900,0.000
25.120,8.624,8.021,8.014,0.900,0.000
25.130,8.624,8.024,8.014,0.900,0.000
25.140,8.627,8.026,8.014,0.900,0.000
25.150,8.624,8.021,8.014,0.900,0.000
25.160,8.624,8.021,8.014,0.900,0.000
25.170,8.624,8.024,8.019,0.900,0.000
25.180,8.621,8.024,8.014,0.900,0.000
25.190,8.627,8.026,8.014,0.900,0.000
25.200,8.630,8.024,8.014,0.900,0.000
25.210,8.627,8.019,8.016,0.900,0.000
25.220,8.627,8.024,8.014,0.900,0.000
25.230,8.624,8.024,8.016,0.900,0.000
25.240,8.624,8.026,8.011,0.900,0.000
25.250,8.627,8.021,8.014,0.900,0.000
25.260,8.619,8.024,8.014,0.900,0.000
25.270,8.624,8.024,8.008,0.900,0.000
25.280,8.624,8.024,8.011,0.900,0.000
25.290,8.624,8.026,8.011,0.900,0.000
25.300,8.630,8.024,8.014,0.900,0.000
25.310,8.624,8.026,8.019,0.900,0.000
25.320,8.624,8.024,8.011,0.900,0.000
25.330,8.624,8.026,8.014,0.900,0.000
25.340,8.627,8.021,8.014,0.900,0.000
25.350,8.627,8.026,8.014,0.900,0.000
25.360,8.624,8.024,8.011,0.900,0.000
25.370,8.621,8.026,8.016,0.900,0.000
25.380,8.627,8.026,8.014,0.900,0.000
25.390,8.627,8.024,8.011,0.900,0.000
25.400,8.621,8.021,8.011,0.900,0.000
25.410,8.627,8.026,8.014,0.900,0.000
25.420,8.621,8.026,8.014,0.900,0.000
25.430,8.624,8.026,8.016,0.900,0.000
25.440,8.624,8.024,8.016,0.900,0.000
25.450,8.627,8.024,8.014,0.900,0.000
25.460,8.621,8.024,8.014,0.900,0.000
25.470,8.624,8.024,8.011,0.900,0.000
25.480,8.627,8.026,8.016,0.900,0.000
25.490,8.624,8.024,8.014,0.900,0.000
25.500,8.624,8.024,8.019,0.900,0.000
25.510,8.624,8.026,8.016,0.900,0.000
25.520,8.621,8.024,8.016,0.900,0.000
25.530,8.624,8.024,8.014,0.900,0.000
25.540,8.627,8.021,8.014,0.900,0.000
25.550,8.624,8.024,8.014,0.900,0.000
25.560,8.624,8.024,8.014,0.900,0.000
25.570,8.624,8.026,8.014,0.900,0.000
25.580,8.624,8.026,8.019,0.900,0.000
25.590,8.627,8.024,8.014,0.900,0.000
25.600,8.624,8.024,8.011,0.900,0.000
25.610,8.624,8.024,8.014,0.900,0.000
25.620,8.627,8.029,8.014,0.900,0.000
25.630,8.621,8.024,8.014,0.900,0.000
25.640,8.624,8.021,8.016,0.900,0.000
25.650,8.627,8.024,8.016,0.900,0.000
25.660,8.621,8.024,8.011,0.900,0.000
25.670,8.624,8.026,8.014,0.900,0.000
25.680,8.621,8.026,8.014,0.900,0.000
25.690,8.624,8.029,8.014,0.900,0.000
25.700,8.621,8.024,8.014,0.900,0.000
25.710,8.627,8.024,8.014,0.900,0.000
25.720,8.627,8.026,8.016,0.900,0.000
25.730,8.619,8.024,8.011,0.900,0.000
25.740,8.624,8.021,8.014,0.900,0.000
25.750,8.619,8.021,8.011,0.900,0.000
25.760,8.627,8.029,8.011,0.900,0.000
25.770,8.624,8.024,8.016,0.900,0.000
25.780,8.624,8.024,8.016,0.900,0.000
25.790,8.627,8.026,8.014,0.900,0.000
25.800,8.624,8.021,8.011,0.900,0.000
25.810,8.627,8.021,8.014,0.900,0.000
25.820,8.627,8.026,8.011,0.900,0.000
25.830,8.624,8.026,8.014,0.900,0.000
25.840,8.624,8.026,8.016,0.900,0.000
25.850,8.627,8.021,8.016,0.900,0.000
25.860,8.627,8.024,8.016,0.900,0.000
25.870,8.621,8.026,8.011,0.900,0.000
25.880,8.624,8.024,8.014,0.900,0.000
25.890,8.624,8.024,8.011,0.900,0.000
25.900,8.624,8.024,8.014,0.900,0.000
25.910,8.621,8.024,8.016,0.900,0.000
25.920,8.624,8.019,8.014,0.900,0.000
25.930,8.624,8.019,8.011,0.900,0.000
25.940,8.621,8.024,8.011,0.900,0.000
25.950,8.627,8.021,8.014,0.900,0.000
25.960,8.621,8.021,8.014,0.900,0.000
25.970,8.627,8.019,8.016,0.900,0.000
25.980,8.624,8.029,8.016,0.900,0.000
25.990,8.627,8.021,8.011,0.900,0.000
26.000,8.624,8.026,8.014,0.900,0.000
26.010,8.627,8.024,8.016,0.900,0.000
26.020,8.624,8.024,8.014,0.900,0.000
26.030,8.621,8.026,8.014,0.900,0.000
26.040,8.621,8.026,8.016,0.900,0.000
26.050,8.627,8.024,8.016,0.900,0.000
26.060,8.624,8.021,8.011,0.900,0.000
26.070,8.624,8.021,8.014,0.900,0.000
26.080,8.624,8.021,8.014,0.900,0.000
26.090,8.621,8.021,8.016,0.900,0.000
26.100,8.624,8.029,8.019,0.900,0.000
26.110,8.624,8.026,8.016,0.900,0.000
26.120,8.621,8.021,8.019,0.900,0.000
26.130,8.624,8.024,8.014,0.900,0.000
26.140,8.624,8.019,8.011,0.900,0.000
26.150,8.624,8.024,8.011,0.900,0.000
26.160,8.627,8.024,8.014,0.900,0.000
26.170,8.624,8.026,8.016,0.900,0.000
26.180,8.624,8.024,8.016,0.900,0.000
26.190,8.627,8.024,8.011,0.900,0.000
26.200,8.624,8.026,8.011,0.900,0.000
26.210,8.624,8.024,8.008,0.900,0.000
26.220,8.624,8.024,8.014,0.900,0.000
26.230,8.624,8.026,8.011,0.900,0.000
26.240,8.627,8.026,8.014,0.900,0.000
26.250,8.627,8.024,8.011,0.900,0.000
26.260,8.621,8.021,8.011,0.900,0.000
26.270,8.624,8.024,8.011,0.900,0.000
26.280,8.624,8.024,8.011,0.900,0.000
26.290,8.624,8.026,8.014,0.900,0.000
26.300,8.621,8.024,8.014,0.900,0.000
26.310,8.621,8.026,8.016,0.900,0.000
26.320,8.624,8.024,8.016,0.900,0.000
26.330,8.627,8.021,8.014,0.900,0.000
26.340,8.619,8.029,8.011,0.900,0.000
26.350,8.619,8.019,8.011,0.900,0.000
26.360,8.621,8.024,8.016,0.900,0.000
26.370,8.627,8.026,8.016,0.900,0.000
26.380,8.621,8.024,8.016,0.900,0.000
26.390,8.627,8.026,8.014,0.900,0.000
26.400,8.624,8.026,8.011,0.900,0.000
26.410,8.624,8.024,8.011,0.900,0.000
26.420,8.619,8.024,8.008,0.900,0.000
26.430,8.624,8.024,8.016,0.900,0.000
26.440,8.627,8.026,8.014,0.900,0.000
26.450,8.627,8.024,8.016,0.900,0.000
26.460,8.621,8.026,8.014,0.900,0.000
26.470,8.624,8.024,8.014,0.900,0.000
26.480,8.621,8.024,8.011,0.900,0.000
26.490,8.621,8.026,8.014,0.900,0.000
26.500,8.624,8.024,8.016,0.900,0.000
26.510,8.624,8.024,8.019,0.900,0.000
26.520,8.624,8.024,8.014,0.900,0.000
26.530,8.621,8.024,8.014,0.900,0.000
26.540,8.627,8.024,8.011,0.900,0.000
26.550,8.630,8.021,8.014,0.900,0.000
26.560,8.627,8.024,8.016,0.900,0.000
26.570,8.624,8.026,8.019,0.900,0.000
26.580,8.624,8.021,8.014,0.900,0.000
26.590,8.624,8.024,8.014,0.900,0.000
26.600,8.621,8.024,8.011,0.900,0.000
26.610,8.619,8.021,8.014,0.900,0.000
26.620,8.621,8.021,8.014,0.900,0.000
26.630,8.624,8.029,8.014,0.900,0.000
26.640,8.621,8.021,8.021,0.900,0.000
26.650,8.624,8.024,8.014,0.900,0.000
26.660,8.624,8.021,8.014,0.900,0.000
26.670,8.624,8.019,8.016,0.900,0.000
26.680,8.624,8.021,8.014,0.900,0.000
26.690,8.621,8.019,8.014,0.900,0.000
26.700,8.621,8.026,8.011,0.900,0.000
26.710,8.621,8.024,8.016,0.900,0.000
26.720,8.624,8.024,8.014,0.900,0.000
26.730,8.624,8.026,8.008,0.900,0.000
26.740,8.624,8.026,8.011,0.900,0.000
26.750,8.624,8.026,8.011,0.900,0.000
26.760,8.627,8.024,8.016,0.900,0.000
26.770,8.624,8.024,8.021,0.900,0.000
26.780,8.621,8.026,8.016,0.900,0.000
26.790,8.624,8.024,8.016,0.900,0.000
26.800,8.619,8.026,8.014,0.900,0.000
26.810,8.624,8.026,8.011,0.900,0.000
26.820,8.624,8.021,8.014,0.900,0.000
26.830,8.624,8.024,8.014,0.900,0.000
26.840,8.624,8.026,8.016,0.900,0.000
26.850,8.627,8.024,8.011,0.900,0.000
26.860,8.621,8.024,8.011,0.900,0.000
26.870,8.627,8.029,8.014,0.900,0.000
26.880,8.627,8.024,8.011,0.900,0.000
26.890,8.621,8.024,8.014,0.900,0.000
26.900,8.621,8.021,8.014,0.000,0.000
26.910,8.624,8.026,8.019,0.900,0.000
26.920,8.621,8.024,8.019,0.900,0.000
26.930,8.624,8.021,8.011,0.900,0.000
26.940,8.627,8.026,8.014,0.900,0.000
26.950,8.627,8.024,8.014,0.900,0.000
26.960,8.627,8.024,8.016,0.900,0.000
26.970,8.627,8.024,8.016,0.900,0.000
26.980,8.627,8.026,8.011,0.900,0.000
26.990,8.624,8.021,8.011,0.900,0.000
27.000,8.624,8.019,8.011,0.900,0.000
27.010,8.621,8.024,8.011,0.900,0.000
27.020,8.627,8.024,8.016,0.900,0.000
27.030,8.624,8.026,8.016,0.900,0.000
27.040,8.627,8.026,8.016,0.900,0.000
27.050,8.621,8.024,8.014,0.900,0.000
27.060,8.621,8.021,8.011,0.900,0.000
27.070,8.624,8.024,8.011,0.900,0.000
27.080,8.627,8.026,8.008,0.900,0.000
27.090,8.621,8.029,8.016,0.900,0.000
27.100,8.627,8.026,8.016,0.900,0.000
27.110,8.627,8.024,8.014,0.900,0.000
27.120,8.624,8.026,8.014,0.900,0.000
27.130,8.621,8.026,8.008,0.900,0.000
27.140,8.627,8.024,8.011,0.900,0.000
27.150,8.624,8.024,8.011,0.900,0.000
27.160,8.624,8.024,8.014,0.900,0.000
27.170,8.627,8.026,8.014,0.900,0.000
27.180,8.624,8.026,8.014,0.900,0.000
27.190,8.624,8.021,8.011,0.900,0.000
27.200,8.619,8.024,8.008,0.900,0.000
27.210,8.624,8.026,8.014,0.900,0.000
27.220,8.624,8.024,8.011,0.900,0.000
27.230,8.627,8.024,8.014,0.900,0.000
27.240,8.624,8.021,8.016,0.900,0.000
27.250,8.621,8.021,8.014,0.900,0.000
27.260,8.624,8.024,8.014,0.900,0.000
27.270,8.624,8.019,8.014,0.900,0.000
27.280,8.627,8.024,8.014,0.900,0.000
27.290,8.624,8.026,8.011,0.900,0.000
27.300,8.627,8.026,8.016,0.900,0.000
27.310,8.621,8.029,8.014,0.900,0.000
27.320,8.621,8.026,8.014,0.900,0.000
27.330,8.624,8.024,8.014,0.900,0.000
27.340,8.627,8.026,8.014,0.900,0.000
27.350,8.633,8.024,8.014,0.900,0.000
27.360,8.624,8.024,8.011,0.900,0.000
27.370,8.624,8.024,8.016,0.900,0.000
27.380,8.630,8.021,8.014,0.900,0.000
27.390,8.624,8.024,8.016,0.900,0.000
27.400,8.630,8.024,8.016,0.900,0.000
27.410,8.624,8.021,8.011,0.900,0.000
27.420,8.627,8.024,8.014,0.900,0.000
27.430,8.624,8.024,8.011,0.900,0.000
27.440,8.621,8.029,8.016,0.900,0.000
27.450,8.627,8.021,8.011,0.900,0.000
27.460,8.630,8.024,8.014,0.900,0.000
27.470,8.619,8.024,8.011,0.900,0.000
27.480,8.621,8.024,8.016,0.900,0.000
27.490,8.624,8.024,8.014,0.900,0.000
27.500,8.627,8.026,8.014,0.900,0.000
27.510,8.627,8.024,8.019,0.900,0.000
27.520,0.000,0.000,0.000,0.900,0.000
27.530,8.624,8.026,8.011,0.900,0.000
27.540,8.621,8.021,8.014,0.900,0.000
27.550,8.624,8.026,8.011,0.900,0.000
27.560,8.621,8.021,8.011,0.900,0.000
27.570,8.624,8.024,8.014,0.900,0.000
27.580,8.624,8.024,8.014,0.900,0.000
27.590,8.627,8.029,8.016,0.900,0.000
27.600,8.630,8.024,8.011,0.900,0.000
27.610,8.624,8.024,8.014,0.900,0.000
27.620,8.624,8.024,8.016,0.900,0.000
27.630,8.630,8.026,8.014,0.900,0.000
27.640,8.624,8.026,8.014,0.900,0.000
27.650,8.627,8.026,8.014,0.900,0.000
27.660,8.624,8.029,8.014,0.900,0.000
27.670,8.624,8.026,8.011,0.900,0.000
27.680,8.621,8.024,8.011,0.900,0.000
27.690,8.621,8.024,8.011,0.900,0.000
27.700,8.627,8.026,8.011,0.900,0.000
27.710,8.624,8.024,8.014,0.900,0.000
27.720,8.621,8.024,8.014,0.900,0.000
27.730,8.624,8.026,8.011,0.900,0.000
27.740,8.627,8.024,8.011,0.900,0.000
27.750,8.624,8.021,8.011,0.900,0.000
27.760,8.627,8.026,8.016,0.900,0.000
27.770,8.627,8.024,8.014,0.900,0.000
27.780,8.624,8.024,8.014,0.900,0.000
27.790,8.624,8.024,8.016,0.900,0.000
27.800,8.627,8.026,8.014,0.900,0.000
27.810,8.627,8.021,8.014,0.900,0.000
27.820,8.624,8.026,8.011,0.900,0.000
27.830,8.627,8.026,8.014,0.900,0.000
27.840,8.621,8.024,8.016,0.900,0.000
27.850,8.627,8.024,8.016,0.900,0.000
27.860,8.624,8.026,8.014,0.900,0.000
27.870,8.630,8.026,8.011,0.900,0.000
27.880,8.624,8.024,8.011,0.900,0.000
27.890,8.621,8.021,8.011,0.900,0.000
27.900,8.624,8.024,8.016,0.900,0.000
27.910,8.630,8.024,8.016,0.900,0.000
27.920,8.624,8.024,8.016,0.900,0.000
27.930,8.624,8.021,8.016,0.900,0.000
27.940,8.630,8.024,8.008,0.900,0.000
27.950,8.624,8.026,8.016,0.900,0.000
27.960,8.627,8.021,8.014,0.900,0.000
27.970,8.624,8.026,8.011,0.900,0.000
27.980,8.621,8.024,8.014,0.900,0.000
27.990,8.621,8.024,8.019,0.900,0.000
28.000,8.624,8.026,8.016,0.900,0.000
28.010,8.621,8.024,8.011,0.900,0.000
28.020,8.621,8.024,8.011,0.900,0.000
28.030,8.624,8.024,8.011,0.900,0.000
28.040,8.627,8.026,8.011,0.900,0.000
28.050,8.624,8.024,8.014,0.900,0.000
28.060,8.624,8.021,8.014,0.900,0.000
28.070,8.621,8.019,8.014,0.900,0.000
28.080,8.627,8.024,8.011,0.900,0.000
28.090,8.627,8.024,8.011,0.900,0.000
28.100,8.624,8.024,8.011,0.900,0.000
28.110,8.627,8.026,8.014,0.900,0.000
28.120,8.621,8.026,8.019,0.900,0.000
28.130,8.627,8.026,8.011,0.000,0.000
28.140,8.624,8.021,8.016,0.900,0.000
28.150,8.621,8.024,8.011,0.900,0.000
28.160,8.621,8.021,8.011,0.900,0.000
28.170,8.627,8.021,8.011,0.900,0.000
28.180,8.624,8.026,8.011,0.900,0.000
28.190,8.624,8.026,8.011,0.900,0.000
28.200,8.624,8.021,8.014,0.900,0.000
28.210,8.627,8.026,8.014,0.900,0.000
28.220,8.624,8.024,8.011,0.900,0.000
28.230,8.624,8.024,8.014,0.900,0.000
28.240,0.000,0.000,0.000,0.900,0.000
